"x","y","tipo"
1,1,"Pasture"
2,1,"Pasture"
3,1,"Pasture"
4,1,"Pasture"
5,1,"Pasture"
6,1,"Pasture"
7,1,"Pasture"
8,1,"Pasture"
9,1,"Pasture"
10,1,"Pasture"
11,1,"Pasture"
12,1,"Pasture"
13,1,"Pasture"
14,1,"Pasture"
15,1,"Pasture"
16,1,"Pasture"
17,1,"Pasture"
18,1,"Pasture"
19,1,"Pasture"
20,1,"Pasture"
21,1,"Pasture"
22,1,"Pasture"
23,1,"Pasture"
24,1,"Pasture"
25,1,"Pasture"
26,1,"Pasture"
27,1,"Pasture"
28,1,"Pasture"
29,1,"Pasture"
30,1,"Pasture"
31,1,"Pasture"
32,1,"Pasture"
33,1,"Pasture"
34,1,"Pasture"
35,1,"Pasture"
36,1,"Pasture"
37,1,"Pasture"
38,1,"Pasture"
39,1,"Pasture"
40,1,"Pasture"
41,1,"Pasture"
42,1,"Pasture"
43,1,"Pasture"
44,1,"Pasture"
45,1,"Pasture"
46,1,"Pasture"
47,1,"Pasture"
48,1,"Pasture"
49,1,"Pasture"
50,1,"Pasture"
51,1,"Pasture"
52,1,"Pasture"
53,1,"Pasture"
54,1,"Pasture"
55,1,"Pasture"
56,1,"Pasture"
57,1,"Pasture"
58,1,"Pasture"
59,1,"Pasture"
60,1,"Pasture"
61,1,"Pasture"
62,1,"Pasture"
63,1,"Pasture"
64,1,"Pasture"
65,1,"Pasture"
66,1,"Pasture"
67,1,"Pasture"
68,1,"Pasture"
69,1,"Pasture"
70,1,"Pasture"
71,1,"Pasture"
72,1,"Pasture"
73,1,"Pasture"
74,1,"Pasture"
75,1,"Pasture"
76,1,"Pasture"
77,1,"Pasture"
78,1,"Pasture"
79,1,"Pasture"
80,1,"Pasture"
81,1,"Pasture"
82,1,"Pasture"
83,1,"Pasture"
84,1,"Pasture"
85,1,"Pasture"
86,1,"Pasture"
87,1,"Pasture"
88,1,"Pasture"
89,1,"Pasture"
90,1,"Pasture"
91,1,"Pasture"
92,1,"Pasture"
93,1,"Pasture"
94,1,"Pasture"
95,1,"Pasture"
96,1,"Pasture"
97,1,"Pasture"
98,1,"Pasture"
99,1,"Pasture"
100,1,"Pasture"
1,2,"Pasture"
2,2,"Pasture"
3,2,"Pasture"
4,2,"Pasture"
5,2,"Pasture"
6,2,"Pasture"
7,2,"Pasture"
8,2,"Pasture"
9,2,"Pasture"
10,2,"Pasture"
11,2,"Pasture"
12,2,"Pasture"
13,2,"Pasture"
14,2,"Pasture"
15,2,"Pasture"
16,2,"Pasture"
17,2,"Pasture"
18,2,"Pasture"
19,2,"Pasture"
20,2,"Pasture"
21,2,"Pasture"
22,2,"Pasture"
23,2,"Pasture"
24,2,"Pasture"
25,2,"Pasture"
26,2,"Pasture"
27,2,"Pasture"
28,2,"Pasture"
29,2,"Pasture"
30,2,"Pasture"
31,2,"Pasture"
32,2,"Pasture"
33,2,"Pasture"
34,2,"Pasture"
35,2,"Pasture"
36,2,"Pasture"
37,2,"Pasture"
38,2,"Pasture"
39,2,"Pasture"
40,2,"Pasture"
41,2,"Pasture"
42,2,"Pasture"
43,2,"Pasture"
44,2,"Pasture"
45,2,"Pasture"
46,2,"Pasture"
47,2,"Pasture"
48,2,"Pasture"
49,2,"Pasture"
50,2,"Pasture"
51,2,"Pasture"
52,2,"Pasture"
53,2,"Pasture"
54,2,"Pasture"
55,2,"Pasture"
56,2,"Pasture"
57,2,"Pasture"
58,2,"Pasture"
59,2,"Pasture"
60,2,"Pasture"
61,2,"Pasture"
62,2,"Pasture"
63,2,"Pasture"
64,2,"Pasture"
65,2,"Pasture"
66,2,"Pasture"
67,2,"Pasture"
68,2,"Pasture"
69,2,"Pasture"
70,2,"Pasture"
71,2,"Pasture"
72,2,"Pasture"
73,2,"Pasture"
74,2,"Pasture"
75,2,"Pasture"
76,2,"Pasture"
77,2,"Pasture"
78,2,"Pasture"
79,2,"Pasture"
80,2,"Pasture"
81,2,"Pasture"
82,2,"Pasture"
83,2,"Pasture"
84,2,"Pasture"
85,2,"Pasture"
86,2,"Pasture"
87,2,"Pasture"
88,2,"Pasture"
89,2,"Pasture"
90,2,"Pasture"
91,2,"Pasture"
92,2,"Pasture"
93,2,"Pasture"
94,2,"Pasture"
95,2,"Pasture"
96,2,"Pasture"
97,2,"Pasture"
98,2,"Pasture"
99,2,"Pasture"
100,2,"Pasture"
1,3,"Pasture"
2,3,"Pasture"
3,3,"Pasture"
4,3,"Pasture"
5,3,"Pasture"
6,3,"Pasture"
7,3,"Pasture"
8,3,"Pasture"
9,3,"Pasture"
10,3,"Pasture"
11,3,"Pasture"
12,3,"Pasture"
13,3,"Pasture"
14,3,"Pasture"
15,3,"Pasture"
16,3,"Pasture"
17,3,"Pasture"
18,3,"Pasture"
19,3,"Pasture"
20,3,"Pasture"
21,3,"Pasture"
22,3,"Pasture"
23,3,"Pasture"
24,3,"Pasture"
25,3,"Pasture"
26,3,"Pasture"
27,3,"Pasture"
28,3,"Pasture"
29,3,"Pasture"
30,3,"Pasture"
31,3,"Pasture"
32,3,"Pasture"
33,3,"Pasture"
34,3,"Pasture"
35,3,"Pasture"
36,3,"Pasture"
37,3,"Pasture"
38,3,"Pasture"
39,3,"Pasture"
40,3,"Pasture"
41,3,"Pasture"
42,3,"Pasture"
43,3,"Pasture"
44,3,"Pasture"
45,3,"Pasture"
46,3,"Pasture"
47,3,"Pasture"
48,3,"Pasture"
49,3,"Pasture"
50,3,"Pasture"
51,3,"Pasture"
52,3,"Pasture"
53,3,"Pasture"
54,3,"Pasture"
55,3,"Pasture"
56,3,"Pasture"
57,3,"Pasture"
58,3,"Pasture"
59,3,"Pasture"
60,3,"Pasture"
61,3,"Pasture"
62,3,"Pasture"
63,3,"Pasture"
64,3,"Pasture"
65,3,"Pasture"
66,3,"Pasture"
67,3,"Pasture"
68,3,"Pasture"
69,3,"Pasture"
70,3,"Pasture"
71,3,"Pasture"
72,3,"Pasture"
73,3,"Pasture"
74,3,"Pasture"
75,3,"Pasture"
76,3,"Pasture"
77,3,"Pasture"
78,3,"Pasture"
79,3,"Pasture"
80,3,"Pasture"
81,3,"Pasture"
82,3,"Pasture"
83,3,"Pasture"
84,3,"Pasture"
85,3,"Pasture"
86,3,"Pasture"
87,3,"Pasture"
88,3,"Pasture"
89,3,"Pasture"
90,3,"Pasture"
91,3,"Pasture"
92,3,"Pasture"
93,3,"Pasture"
94,3,"Pasture"
95,3,"Pasture"
96,3,"Pasture"
97,3,"Pasture"
98,3,"Pasture"
99,3,"Pasture"
100,3,"Pasture"
1,4,"Pasture"
2,4,"Pasture"
3,4,"Pasture"
4,4,"Pasture"
5,4,"Pasture"
6,4,"Pasture"
7,4,"Pasture"
8,4,"Pasture"
9,4,"Pasture"
10,4,"Pasture"
11,4,"Pasture"
12,4,"Pasture"
13,4,"Pasture"
14,4,"Pasture"
15,4,"Pasture"
16,4,"Pasture"
17,4,"Pasture"
18,4,"Pasture"
19,4,"Pasture"
20,4,"Pasture"
21,4,"Pasture"
22,4,"Pasture"
23,4,"Pasture"
24,4,"Pasture"
25,4,"Pasture"
26,4,"Pasture"
27,4,"Pasture"
28,4,"Pasture"
29,4,"Pasture"
30,4,"Pasture"
31,4,"Pasture"
32,4,"Pasture"
33,4,"Pasture"
34,4,"Pasture"
35,4,"Pasture"
36,4,"Pasture"
37,4,"Pasture"
38,4,"Pasture"
39,4,"Pasture"
40,4,"Pasture"
41,4,"Pasture"
42,4,"Pasture"
43,4,"Pasture"
44,4,"Pasture"
45,4,"Pasture"
46,4,"Pasture"
47,4,"Pasture"
48,4,"Pasture"
49,4,"Pasture"
50,4,"Pasture"
51,4,"Pasture"
52,4,"Pasture"
53,4,"Pasture"
54,4,"Pasture"
55,4,"Pasture"
56,4,"Pasture"
57,4,"Pasture"
58,4,"Pasture"
59,4,"Pasture"
60,4,"Pasture"
61,4,"Pasture"
62,4,"Pasture"
63,4,"Pasture"
64,4,"Pasture"
65,4,"Pasture"
66,4,"Pasture"
67,4,"Pasture"
68,4,"Pasture"
69,4,"Pasture"
70,4,"Pasture"
71,4,"Pasture"
72,4,"Pasture"
73,4,"Pasture"
74,4,"Pasture"
75,4,"Pasture"
76,4,"Pasture"
77,4,"Pasture"
78,4,"Pasture"
79,4,"Pasture"
80,4,"Pasture"
81,4,"Pasture"
82,4,"Pasture"
83,4,"Pasture"
84,4,"Pasture"
85,4,"Pasture"
86,4,"Pasture"
87,4,"Pasture"
88,4,"Pasture"
89,4,"Pasture"
90,4,"Pasture"
91,4,"Pasture"
92,4,"Pasture"
93,4,"Pasture"
94,4,"Pasture"
95,4,"Pasture"
96,4,"Pasture"
97,4,"Pasture"
